"gene_id","gene_name","sum_gene","self_average","other_average","p_value","FDR","summary_logFC","significant"
"ENSG00000165501","LRR1",285,0.00371836551450874,0.0127369708062952,1,1,-0.0103357964272151,FALSE
"ENSG00000133321","PLAAT4",67,0,0.00411675817194805,1,1,-0.0120130867679335,FALSE
"ENSG00000015133","CCDC88C",562,0.00951548063259386,0.0129950392328162,1,1,-0.0134901507796249,FALSE
"ENSG00000274367","AC004233.3",161,0.00993014427338817,0.00681728184669518,1,1,-0.00481649260440005,FALSE
"ENSG00000235538","AL078602.1",381,0.00643066255888672,0.00399918483315051,1,1,-0.00408572849500218,FALSE
"ENSG00000106809","OGN",218,0,0.00792535930083062,1,1,-0.0187399663238776,FALSE
"ENSG00000285627","AC005343.1",48,0,0.00238674747858568,1,1,-0.0120130867679335,FALSE
"ENSG00000262686","GLIS2-AS1",128,0,0.00763866868130661,1,1,-0.0108912623185258,FALSE
"ENSG00000214188","ST7-OT4",140,0,0.00588042775586601,1,1,-0.00824823126270984,FALSE
"ENSG00000171320","ESCO2",87,0.00680126843891509,0.00314010155626939,1,1,0.00680126843891509,FALSE
"ENSG00000268403","AC132192.2",278,0.00743896471144947,0.0149720355878561,1,1,-0.0339498189511686,FALSE
"ENSG00000176515","AL033381.1",40,0.00647366116056213,0.000671983069119825,1,1,0.00647366116056213,FALSE
"ENSG00000236700","LINC01010",316,0,0.00730035788529046,1,1,-0.00891407215298751,FALSE
"ENSG00000287618","AC025576.3",140,0,0.006491334310099,1,1,-0.0134319869264596,FALSE
"ENSG00000268496","AC245884.9",41,0,0.00237541823519918,1,1,-0.0140666616800042,FALSE
"ENSG00000282386","AL358472.4",119,0.00988534337096864,0.00609776507009056,1,1,0.00988534337096864,FALSE
"ENSG00000261886","AC005670.1",345,0.00437341678380824,0.0139643033870835,1,1,-0.0287822475277427,FALSE
"ENSG00000271395","LINC02336",116,0,0.00618669561190667,1,1,-0.0156566440856816,FALSE
"ENSG00000233070","ZFY-AS1",82,0,0.00464015753856776,1,1,-0.0150350334019038,FALSE
"ENSG00000266599","AC079336.4",178,0,0.00644575710174852,1,1,-0.0156343707169252,FALSE
"ENSG00000130768","SMPDL3B",32,0,0.00172914842139877,1,1,-0.0140541619417238,FALSE
"ENSG00000173728","C1orf100",62,0,0.00438916558645827,1,1,-0.0104836148619149,FALSE
"ENSG00000263412","AC004477.1",156,0,0.00865390513862744,1,1,-0.0167324654762338,FALSE
"ENSG00000228906","AL353804.1",88,0,0.00320450206785458,1,1,-0.0157338816413771,FALSE
"ENSG00000222007","AC064874.1",34,0,0.00377108936936279,1,1,-0.00693730817787074,FALSE
"ENSG00000256229","ZNF486",583,0.0043971752339168,0.0211846800270902,1,1,-0.0323535833302006,FALSE
"ENSG00000272432","AL031432.3",68,0,0.00397905221791153,1,1,-0.0135688700301259,FALSE
